,0,1,2
0,0.8003096715192548,0.3129367028061405,0.3793569970635816
1,0.8284951841644868,0.7592614436779865,0.09448130297113999
2,0.07543585788204543,0.23873614871717697,0.4506562518834971
3,0.7798805728351677,0.8685720123564763,0.08645757956255096
4,0.9378909945498701,0.2946086364241244,0.8726585885755437
5,0.4941141746971267,0.8960390524181535,0.804436572041737
6,0.8344752228945211,0.6130837535767559,0.10098793363982117
7,0.1962510154075885,0.5910939499579186,0.440042177950959
8,0.14754794038430885,0.06325676446473694,0.9885693535434793
9,0.1323523298069681,0.516093512753145,0.1749684609182225
